Component,File,Variable,Category,Type,Public?,Risk Level,Context
ember/devbox,ember/devbox/src/routes/machines.ts,API_URL,Config,Env (Node),No,Low,"import { z } from ""zod"";
import crypto from ""crypto"";
import { decryptSecret } from ""../secrets.js"";

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
const API_U"
ember/devbox,ember/devbox/src/routes/machines.ts,APP_URL,Config,Env (Node),No,Low,"import { z } from ""zod"";
import crypto from ""crypto"";
import { decryptSecret } from ""../secrets.js"";

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
const API_U"
ember/devbox,ember/devbox/src/routes/machines.ts,INTERNAL_API_URL,Config,Env (Node),No,Low,"import { decryptSecret } from ""../secrets.js"";

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
const API_URL = process.env.API_URL || process.env.APP_URL || ""ht"
ember/devbox,ember/devbox/src/routes/machines.ts,CANONICAL_IMAGE_DIGEST,Config,Env (Node),No,Low,"const gitRepo = parsed.data.gitRepo || undefined;

  const machineId = nanoid();
  const flyAppName = fly.appName(fly.flyAppId());
  const machineToken = crypto.randomBytes(32).toString(""hex"");
  cons"
ember/devbox,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"if (ghAccount?.accessToken) {
          try {
            const decrypted = decryptSecret(ghAccount.accessToken);
            if (decrypted) {
              const ghRes = await fetch(""https://api.gith"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"const result = await fly.stopMachine(machine.flyAppName, machine.flyMachineId!);
  if (!result) return c.json({ error: ""Failed to stop on Fly"" }, 502);

  await db.update(machines).set({ state: ""stopp"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"const user = c.get(""user"") as any;
  const [machine] = await db.select().from(machines)
    .where(and(eq(machines.id, c.req.param(""id"")!), eq(machines.userId, user.id), isNull(machines.deletedAt))).l"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,".where(and(eq(machines.id, c.req.param(""id"")!), eq(machines.userId, user.id), isNull(machines.deletedAt))).limit(1);
  if (!machine) return c.json({ error: ""Not found"" }, 404);

  // Revoke sessions f"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({ error: ""Cleanup incomplete"" }, 502);
  }
});

// ══════════════════════════════════════════════════════════════
// TERMINAL AUTH: POST-based exchange, session tracking
// ═════════════"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// ══════════════════════════════════════════════════════════════
// TERMINAL AUTH: POST-based exchange, session tracking
// ══════════════════════════════════════════════════════════════

// Dashboar"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// Create exchange code
  const code = crypto.randomBytes(32).toString(""hex"");
  const expiresAt = new Date(Date.now() + 60_000);

  // Create terminal session record
  const sessionId = nanoid();
  c"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// Create exchange code
  const code = crypto.randomBytes(32).toString(""hex"");
  const expiresAt = new Date(Date.now() + 60_000);

  // Create terminal session record
  const sessionId = nanoid();
  c"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"const code = crypto.randomBytes(32).toString(""hex"");
  const expiresAt = new Date(Date.now() + 60_000);

  // Create terminal session record
  const sessionId = nanoid();
  const sessionExpiresAt = ne"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// Create terminal session record
  const sessionId = nanoid();
  const sessionExpiresAt = new Date(Date.now() + 86400_000); // 24h
  await db.insert(terminalSessions).values({
    id: sessionId, mach"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// Create terminal session record
  const sessionId = nanoid();
  const sessionExpiresAt = new Date(Date.now() + 86400_000); // 24h
  await db.insert(terminalSessions).values({
    id: sessionId, mach"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"await db.insert(terminalSessions).values({
    id: sessionId, machineId: machine.id, userId: user.id,
    status: ""active"", expiresAt: sessionExpiresAt,
  });

  // Store sessionId alongside code so v"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"status: ""active"", expiresAt: sessionExpiresAt,
  });

  // Store sessionId alongside code so verify-code can return it
  // NOTE: rawSql tagged templates can't serialize Date objects - use .toISOStrin"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"});

  // Store sessionId alongside code so verify-code can return it
  // NOTE: rawSql tagged templates can't serialize Date objects - use .toISOString()
  await rawSql`INSERT INTO exchange_codes (co"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// NOTE: rawSql tagged templates can't serialize Date objects - use .toISOString()
  await rawSql`INSERT INTO exchange_codes (code, machine_id, user_id, fly_app_name, session_id, expires_at)
    VALUE"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"const origin = fly.machineOrigin(machine.flyAppName);
  return c.json({
    terminalUrl: `${origin}/auth/init?code=${code}`,
    exchangeUrl: `${origin}/auth/exchange`,  // For manual/programmatic use"
ember/devbox,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"return c.json({ ok: true, path: result.path, size: result.size, filename });
});

// Machine's auth proxy calls this to verify an exchange code
app.post(""/verify-code"", async (c) => {
  const auth = c"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"if (!machine) return c.json({ ok: false }, 401);

  const { code } = await c.req.json().catch(() => ({} as any));
  if (!code) return c.json({ ok: false }, 400);

  // Atomically consume the code, but"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// pre-issued code could mint a fresh cookie after logout/ban/password-reset.
  const result = await rawSql`
    UPDATE exchange_codes SET consumed_at = NOW()
    WHERE code = ${code} AND fly_app_name"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"AND expires_at > NOW() AND consumed_at IS NULL
    RETURNING code, user_id, machine_id, session_id`;

  if (!result.length) return c.json({ ok: false }, 401);

  const { user_id, machine_id, session_i"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"if (!result.length) return c.json({ ok: false }, 401);

  const { user_id, machine_id, session_id } = result[0];

  // Validate terminal session is still active and not expired
  if (session_id) {
   "
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"if (!result.length) return c.json({ ok: false }, 401);

  const { user_id, machine_id, session_id } = result[0];

  // Validate terminal session is still active and not expired
  if (session_id) {
   "
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"const { user_id, machine_id, session_id } = result[0];

  // Validate terminal session is still active and not expired
  if (session_id) {
    const [session] = await rawSql`
      SELECT status, expi"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"const { user_id, machine_id, session_id } = result[0];

  // Validate terminal session is still active and not expired
  if (session_id) {
    const [session] = await rawSql`
      SELECT status, expi"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// Validate terminal session is still active and not expired
  if (session_id) {
    const [session] = await rawSql`
      SELECT status, expires_at FROM terminal_sessions
      WHERE id = ${session_i"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// Validate terminal session is still active and not expired
  if (session_id) {
    const [session] = await rawSql`
      SELECT status, expires_at FROM terminal_sessions
      WHERE id = ${session_i"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({
    ok: true,
    userId: user_id,
    machineId: machine_id,
    sessionId: session_id,
  });
});

// ── Revocation helpers ───────────────────────────────────────

// Revoke all term"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"});
});

// ── Revocation helpers ───────────────────────────────────────

// Revoke all terminal sessions for a machine
async function revokeTerminalSessionsForMachine(machineId: string, reason: stri"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"// ── Revocation helpers ───────────────────────────────────────

// Revoke all terminal sessions for a machine
async function revokeTerminalSessionsForMachine(machineId: string, reason: string) {
  a"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"async function revokeTerminalSessionsForMachine(machineId: string, reason: string) {
  await rawSql`UPDATE terminal_sessions SET status = 'revoked', revoked_at = NOW(), revoke_reason = ${reason}
    W"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,High (potential hardcoded),"WHERE machine_id = ${machineId} AND status = 'active'`;
}

// Revoke all terminal sessions for a user (logout, ban, password reset)
export async function revokeAllTerminalSessionsForUser(userId: strin"
ember/devbox,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"// ── Startup script (machine-to-API, Bearer auth) ─────────────
// Machine startup script endpoint. Called by start.sh with FLY_APP_NAME as :id.
// Auth is via Bearer machine token. We validate the :"
ember/devbox,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"fly.machineOrigin(machine.flyAppName),
  ];
  for (const origin of origins) {
    try {
      const res = await fetch(`${origin}/internal/stoke-status`, {
        headers: { Authorization: `Bearer ${m"
ember/devbox,ember/devbox/src/routes/sessions.ts,APP_URL,Config,Env (Node),No,Low,"import { requireApiKeyV1 } from ""../v1-auth.js"";
import { rawSql } from ""../connection.js"";
import { nanoid } from ""nanoid"";
import { z } from ""zod"";

const APP_URL = process.env.APP_URL || ""http://lo"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"const createSessionSchema = z.object({
  plan_id: z.string().max(200).optional(),
});

// POST /v1/sessions - register a new Stoke session
app.post(""/"", requireApiKeyV1(), async (c) => {
  const userI"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"// POST /v1/sessions - register a new Stoke session
app.post(""/"", requireApiKeyV1(), async (c) => {
  const userId = c.get(""userId"");
  const parsed = createSessionSchema.safeParse(await c.req.json()."
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"const userId = c.get(""userId"");
  const parsed = createSessionSchema.safeParse(await c.req.json().catch(() => ({})));
  if (!parsed.success) return c.json({ error: ""Invalid request body"" }, 400);
  co"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"const parsed = createSessionSchema.safeParse(await c.req.json().catch(() => ({})));
  if (!parsed.success) return c.json({ error: ""Invalid request body"" }, 400);
  const sessionId = nanoid(12);

  awa"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"await rawSql`INSERT INTO stoke_sessions (id, user_id, plan_id, status, tasks, total_cost_usd, burst_workers, created_at, updated_at)
    VALUES (${sessionId}, ${userId}, ${parsed.data.plan_id || ''}, "
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"await rawSql`INSERT INTO stoke_sessions (id, user_id, plan_id, status, tasks, total_cost_usd, burst_workers, created_at, updated_at)
    VALUES (${sessionId}, ${userId}, ${parsed.data.plan_id || ''}, "
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"session_id: sessionId,
    url: `${APP_URL}/s/${sessionId}`,
  }, 201);
});

// PUT /v1/sessions/:id - update progress
app.put(""/:id"", requireApiKeyV1(), async (c) => {
  const sessionId = c.req.param"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"}, 201);
});

// PUT /v1/sessions/:id - update progress
app.put(""/:id"", requireApiKeyV1(), async (c) => {
  const sessionId = c.req.param(""id"")!;
  const userId = c.get(""userId"")!;
  const body = awai"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"app.put(""/:id"", requireApiKeyV1(), async (c) => {
  const sessionId = c.req.param(""id"")!;
  const userId = c.get(""userId"")!;
  const body = await c.req.json().catch(() => ({}));

  const [existing] = "
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"const status: string | null = parsed.data.status || null;
  const tasks: string | null = parsed.data.tasks ? JSON.stringify(parsed.data.tasks) : null;
  const costUsd: string | null = parsed.data.tota"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"status = COALESCE(${status}, status),
    tasks = COALESCE(${tasks}::jsonb, tasks),
    total_cost_usd = COALESCE(${costUsd}::numeric, total_cost_usd),
    burst_workers = COALESCE(${burstWorkers}::in"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"WHERE id = ${sessionId}`;

  return c.json({ ok: true });
});

// GET /v1/sessions/:id - read progress (public for shareable links)
app.get(""/:id"", async (c) => {
  const sessionId = c.req.param(""id"")"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({ ok: true });
});

// GET /v1/sessions/:id - read progress (public for shareable links)
app.get(""/:id"", async (c) => {
  const sessionId = c.req.param(""id"")!;
  const [session] = await "
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"});

// GET /v1/sessions/:id - read progress (public for shareable links)
app.get(""/:id"", async (c) => {
  const sessionId = c.req.param(""id"")!;
  const [session] = await rawSql`SELECT id, plan_id, st"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"// GET /v1/sessions/:id - read progress (public for shareable links)
app.get(""/:id"", async (c) => {
  const sessionId = c.req.param(""id"")!;
  const [session] = await rawSql`SELECT id, plan_id, status,"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"// GET /v1/sessions/:id - read progress (public for shareable links)
app.get(""/:id"", async (c) => {
  const sessionId = c.req.param(""id"")!;
  const [session] = await rawSql`SELECT id, plan_id, status,"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"const [session] = await rawSql`SELECT id, plan_id, status, tasks, total_cost_usd, burst_workers, created_at, updated_at
    FROM stoke_sessions WHERE id = ${sessionId}`;
  if (!session) return c.json("
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"FROM stoke_sessions WHERE id = ${sessionId}`;
  if (!session) return c.json({ error: ""Session not found"" }, 404);

  return c.json({
    session_id: session.id,
    plan_id: session.plan_id,
    statu"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"if (!session) return c.json({ error: ""Session not found"" }, 404);

  return c.json({
    session_id: session.id,
    plan_id: session.plan_id,
    status: session.status,
    tasks: session.tasks,
   "
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({
    session_id: session.id,
    plan_id: session.plan_id,
    status: session.status,
    tasks: session.tasks,
    total_cost_usd: parseFloat(session.total_cost_usd || ""0""),
    burst"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({
    session_id: session.id,
    plan_id: session.plan_id,
    status: session.status,
    tasks: session.tasks,
    total_cost_usd: parseFloat(session.total_cost_usd || ""0""),
    burst"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"session_id: session.id,
    plan_id: session.plan_id,
    status: session.status,
    tasks: session.tasks,
    total_cost_usd: parseFloat(session.total_cost_usd || ""0""),
    burst_workers: session.bu"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"plan_id: session.plan_id,
    status: session.status,
    tasks: session.tasks,
    total_cost_usd: parseFloat(session.total_cost_usd || ""0""),
    burst_workers: session.burst_workers || 0,
    create"
ember/devbox,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,No,Medium,"status: session.status,
    tasks: session.tasks,
    total_cost_usd: parseFloat(session.total_cost_usd || ""0""),
    burst_workers: session.burst_workers || 0,
    created_at: session.created_at,
    "
ember/devbox,ember/devbox/src/routes/settings.ts,session,Sensitive,Auth Token,No,Medium,"const startupSchema = z.object({
  script: z.string().max(50_000), // 50KB max
});

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
app.use(""*"", requireAuth());
"
ember/devbox,ember/devbox/src/routes/workers.ts,CANONICAL_IMAGE_DIGEST,Config,Env (Node),No,Low,"const flyResult = await fly.createMachine({
      flyAppName, region: ""sjc"", size,
      machineType: ""cli"", machineToken,
      label: name || ""stoke-worker"",
      gitRepo: repo_url,
      imageDige"
ember/devbox,ember/devbox/src/routes/workers.ts,INTERNAL_API_URL,Config,Env (Node),No,Low,"flyAppName, region: ""sjc"", size,
      machineType: ""cli"", machineToken,
      label: name || ""stoke-worker"",
      gitRepo: repo_url,
      imageDigest: process.env.CANONICAL_IMAGE_DIGEST!,
      api"
ember/devbox,ember/devbox/src/routes/workers.ts,MACHINE_HOST_SUFFIX,Config,Env (Node),No,Low,"metadata = metadata || ${JSON.stringify({ fly_app: flyAppName, fly_machine: flyResult?.id })}::jsonb
      WHERE id = ${allocationId}`;

    return c.json({
      id: allocationId,
      hostname: `${"
ember/devbox,ember/devbox/src/secrets.ts,APP_ENCRYPTION_KEY,Sensitive,Env (Node),No,Medium,"import crypto from ""crypto"";

const ENC_PREFIX = ""enc:v1:"";

function getEncryptionKey(): Buffer | null {
  const raw = process.env.APP_ENCRYPTION_KEY || """";
  if (!raw) return null;

  if (/^[0-9a-f]"
ember/devbox,ember/devbox/src/v1-auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"import { Context, Next } from ""hono"";
import { rawSql } from ""./connection.js"";

export function requireApiKeyV1() {
  return async (c: Context, next: Next) => {
    const auth = c.req.header(""Authori"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"const load = useCallback(async () => {
    const d = await get<{ machines: Machine[] }>(""/api/machines"");
    if (!d?.machines) return;
    setMachines(d.machines);
    // Terminal URLs are fetched on"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"const sel: React.CSSProperties = { background: ""var(--bg)"", color: ""var(--text)"", border: ""1px solid var(--border)"", borderRadius: 3, fontSize: 8, padding: ""1px 2px"" };

  // Terminal ticket lifecycle"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"</div>
  );
}

// TerminalIframe: loads the machine origin, waits for { ready: true } postMessage,
// then sends the exchange code back. The auth proxy sets a session cookie so
// subsequent loads don"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"function StokeProgress({ data }: { data: any }) {
  const s = { fontFamily: ""var(--mono)"" as const };
  if (!data || !data.active) {
    return <div style={{ ...s, position: ""absolute"", inset: 0, disp"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"return <div style={{ ...s, position: ""absolute"", inset: 0, display: ""flex"", alignItems: ""center"", justifyContent: ""center"", color: ""var(--dim)"", fontSize: 10 }}>
      No active Stoke session. Run <co"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"No active Stoke session. Run <code style={{ color: ""var(--accent)"", margin: ""0 4px"" }}>stoke build</code> in the terminal.
    </div>;
  }

  const session = data.session;
  const tasks = session?.tas"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"return (
    <div style={{ ...s, position: ""absolute"", inset: 0, overflow: ""auto"", padding: ""8px 10px"", fontSize: 9, color: ""var(--text)"" }}>
      <div style={{ display: ""flex"", justifyContent: ""spac"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"return (
    <div style={{ ...s, position: ""absolute"", inset: 0, overflow: ""auto"", padding: ""8px 10px"", fontSize: 9, color: ""var(--text)"" }}>
      <div style={{ display: ""flex"", justifyContent: ""spac"
ember/devbox,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,No,Medium,"<span style={{ flex: 1, overflow: ""hidden"", textOverflow: ""ellipsis"", whiteSpace: ""nowrap"", fontSize: 9 }}>{t.description || t.id}</span>
          {t.worker && t.worker !== ""local"" && <span style={{ "
ember/devbox,ember/devbox/web/src/pages/ResetPassword.tsx,session,Sensitive,Auth Token,No,Medium,"if (done) return (
    <div style={{ minHeight: ""100vh"", display: ""flex"", alignItems: ""center"", justifyContent: ""center"", padding: 24 }}>
      <div className=""card"" style={{ textAlign: ""center"", padd"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"import { useState, useEffect } from ""react"";
import { useParams } from ""react-router-dom"";

export default function SessionView() {
  const { id } = useParams<{ id: string }>();
  const [session, setS"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"useEffect(() => {
    if (!id) return;
    const poll = async () => {
      try {
        const res = await fetch(`/v1/sessions/${id}`);
        if (!res.ok) { setError(""Session not found""); return; }"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"const poll = async () => {
      try {
        const res = await fetch(`/v1/sessions/${id}`);
        if (!res.ok) { setError(""Session not found""); return; }
        setSession(await res.json());
    "
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"const timer = setInterval(poll, 3000);
    return () => clearInterval(timer);
  }, [id]);

  if (error) return <Page><Msg>{error}</Msg></Page>;
  if (!session) return <Page><Msg>Loading...</Msg></Page"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"}, [id]);

  if (error) return <Page><Msg>{error}</Msg></Page>;
  if (!session) return <Page><Msg>Loading...</Msg></Page>;

  const tasks = session.tasks || [];
  const done = tasks.filter((t: any) =>"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"<div style={{ display: ""flex"", justifyContent: ""space-between"", alignItems: ""baseline"", marginBottom: 24 }}>
          <h1 style={{ fontFamily: ""var(--mono)"", fontSize: 16, fontWeight: 600, color: ""va"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"<span style={{ fontFamily: ""var(--mono)"", fontSize: 11, color: ""var(--dim)"" }}>
            {session.status === ""completed"" ? ""completed"" : `${done}/${tasks.length} tasks`}
          </span>
        <"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"</span>
        </div>

        {session.plan_id && (
          <div style={{ fontFamily: ""var(--mono)"", fontSize: 10, color: ""var(--dim)"", marginBottom: 16 }}>
            Plan: {session.plan_id}
   "
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"Plan: {session.plan_id}
          </div>
        )}

        <div style={{ display: ""flex"", gap: 16, marginBottom: 24, fontFamily: ""var(--mono)"", fontSize: 11 }}>
          {session.total_cost_usd > 0"
ember/devbox,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,No,Medium,"</div>
        )}

        <div style={{ display: ""flex"", gap: 16, marginBottom: 24, fontFamily: ""var(--mono)"", fontSize: 11 }}>
          {session.total_cost_usd > 0 && <span style={{ color: ""var(--m"
flare/cmd,flare/cmd/control-plane/integration_test.go,DATABASE_URL,Config,Env (Go),No,Low,"httpClient *http.Client
}

func setupTestEnv(t *testing.T) *testEnv {
	t.Helper()
	dsn := os.Getenv(""DATABASE_URL"")
	if dsn == """" {
		t.Skip(""DATABASE_URL not set, skipping integration test"")
	}
	apiK"
flare/cmd,flare/cmd/control-plane/integration_test.go,FLARE_API_KEY,Sensitive,Env (Go),No,Medium,"t.Helper()
	dsn := os.Getenv(""DATABASE_URL"")
	if dsn == """" {
		t.Skip(""DATABASE_URL not set, skipping integration test"")
	}
	apiKey := os.Getenv(""FLARE_API_KEY"")
	if apiKey == """" {
		apiKey = ""test-ke"
flare/cmd,flare/cmd/control-plane/integration_test.go,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"if body != nil {
		b, _ := json.Marshal(body)
		bodyReader = bytes.NewReader(b)
	}
	req, _ := http.NewRequest(method, e.cpURL+path, bodyReader)
	req.Header.Set(""Authorization"", ""Bearer ""+e.apiKey)
	re"
flare/cmd,flare/cmd/control-plane/main.go,FLARE_API_KEY,Sensitive,Env (Go),No,Medium,"client      *http.Client
}

func main() {
	port := envOr(""PORT"", ""8090"")
	apiKey := os.Getenv(""FLARE_API_KEY"")
	if apiKey == """" {
		log.Fatal(""FLARE_API_KEY is required"")
	}

	var db *sql.DB
	dsn := o"
flare/cmd,flare/cmd/control-plane/main.go,DATABASE_URL,Config,Env (Go),No,Low,"if apiKey == """" {
		log.Fatal(""FLARE_API_KEY is required"")
	}

	var db *sql.DB
	dsn := os.Getenv(""DATABASE_URL"")
	if dsn == """" {
		log.Fatal(""DATABASE_URL is required"")
	}
	var err error
	db, err = sq"
flare/cmd,flare/cmd/control-plane/main.go,FLARE_INTERNAL_KEY,Sensitive,Env (Go),No,High (potential hardcoded),"st := store.New(db)
	log.Printf(""Connected to Postgres"")

	cp := &ControlPlane{
		store:       st,
		internalKey: os.Getenv(""FLARE_INTERNAL_KEY""),
		client:      &http.Client{Timeout: 30 * time.Second"
flare/cmd,flare/cmd/control-plane/main.go,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"mux := http.NewServeMux()

	auth := func(next http.HandlerFunc) http.HandlerFunc {
		return func(w http.ResponseWriter, r *http.Request) {
			token := strings.TrimPrefix(r.Header.Get(""Authorization""),"
flare/sdk,flare/sdk/typescript/src/index.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"try {
      res = await fetch(`${this.endpoint}${path}`, {
        method,
        headers: {
          ""Content-Type"": ""application/json"",
          Authorization: `Bearer ${this.apiKey}`,
        },"
stoke/cmd,stoke/cmd/stoke/main.go,session,Sensitive,Auth Token,No,Medium,"""github.com/ericmacdougall/stoke/internal/pools""
	""github.com/ericmacdougall/stoke/internal/repl""
	""github.com/ericmacdougall/stoke/internal/report""
	scanpkg ""github.com/ericmacdougall/stoke/internal/"
stoke/cmd,stoke/cmd/stoke/main.go,session,Sensitive,Auth Token,No,Medium,"}
	kept, _ := plan.FilterByROI(p.Tasks, roiClass)
	p.Tasks = kept

	// Session store — auto-upgrade to SQLite for parallel builds (JSON is not concurrency-safe)
	var store session.SessionStore
	if cfg"
stoke/cmd,stoke/cmd/stoke/main.go,session,Sensitive,Auth Token,No,Medium,"p.Tasks = kept

	// Session store — auto-upgrade to SQLite for parallel builds (JSON is not concurrency-safe)
	var store session.SessionStore
	if cfg.UseSQLite || cfg.Workers > 1 {
		sqlStore, err := "
stoke/cmd,stoke/cmd/stoke/main.go,session,Sensitive,Auth Token,No,Medium,"if err != nil {
			return nil, fmt.Errorf(""sqlite store: %w"", err)
		}
		store = sqlStore
	} else {
		store = session.New(absRepo)
	}

	// TUI runner
	ui := tui.NewRunner()

	// Context manager
	ctxMg"
